Response ID,Time Started,Date Submitted,Status,Language,"What's your experience with Web Components (custom elements, shadow DOM, etc.)?","Children changed callback:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Composed selection:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Constructable stylesheets & adoptedStyleSheets:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Cross-root ARIA:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS module scripts:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS Properties and Values API inside shadow root:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom attributes:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom CSS state:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom SVG/MathML elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative CSS modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative shadow DOM:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Form-Associated custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","HTML modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Imperative slot assignment:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Lazy custom element definitions:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Open styling of shadow roots:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Scoped element registries:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Styling children of slotted content:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Template instantiation and updating:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Theming:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)"
352,"Mar 29, 2023 4:29:29 pm","Mar 29, 2023 4:29:29 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
353,"Mar 29, 2023 4:47:50 pm","Mar 29, 2023 4:47:50 pm",Complete,English,Know about them,I don't need this,I don't care/don't know,I need this,I need this,I don't need this,I don't need this,I don't need this,I need this,I need this,I don't need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I don't need this,I don't need this,I don't need this,I need this,I need this
354,"Mar 29, 2023 4:51:44 pm","Mar 29, 2023 4:51:44 pm",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know
355,"Mar 29, 2023 4:54:16 pm","Mar 29, 2023 4:54:16 pm",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
356,"Mar 29, 2023 4:58:10 pm","Mar 29, 2023 4:58:10 pm",Complete,English,Have used them,I need this,,,,I don't care/don't know,,,I don't care/don't know,I need this,,,,,,,,I need this,I don't care/don't know,I need this,,
357,"Mar 29, 2023 5:10:05 pm","Mar 29, 2023 5:10:05 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
358,"Mar 29, 2023 5:12:32 pm","Mar 29, 2023 5:12:32 pm",Complete,English,Know about them,I don't need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this
359,"Mar 29, 2023 5:13:10 pm","Mar 29, 2023 5:13:10 pm",Complete,English,Know about them,,I need this,,I need this,I need this,,I need this,I need this,I need this,I need this,,I need this,I need this,I need this,,,,,I need this,,I need this
360,"Mar 29, 2023 5:21:36 pm","Mar 29, 2023 5:21:36 pm",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know
361,"Mar 29, 2023 5:29:56 pm","Mar 29, 2023 5:29:56 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
362,"Mar 29, 2023 5:31:38 pm","Mar 29, 2023 5:31:38 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
363,"Mar 29, 2023 5:35:55 pm","Mar 29, 2023 5:35:55 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
364,"Mar 29, 2023 5:39:48 pm","Mar 29, 2023 5:39:48 pm",Complete,English,Know about them,,,,,,,,,,,,,,,,,,,,,
365,"Mar 29, 2023 5:40:22 pm","Mar 29, 2023 5:40:22 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
366,"Mar 29, 2023 5:42:59 pm","Mar 29, 2023 5:42:59 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
367,"Mar 29, 2023 5:57:19 pm","Mar 29, 2023 5:57:19 pm",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
368,"Mar 29, 2023 6:12:29 pm","Mar 29, 2023 6:12:29 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
369,"Mar 29, 2023 6:26:27 pm","Mar 29, 2023 6:26:27 pm",Complete,English,,,,,,,,,,,,,,,,,,,,,,
370,"Mar 29, 2023 6:30:24 pm","Mar 29, 2023 6:30:24 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
371,"Mar 29, 2023 6:36:20 pm","Mar 29, 2023 6:36:20 pm",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't need this
372,"Mar 29, 2023 6:37:55 pm","Mar 29, 2023 6:37:55 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
373,"Mar 29, 2023 6:54:02 pm","Mar 29, 2023 6:54:02 pm",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
374,"Mar 29, 2023 7:16:47 pm","Mar 29, 2023 7:16:47 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
375,"Mar 29, 2023 7:23:24 pm","Mar 29, 2023 7:23:24 pm",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,,I need this,I need this,I need this,I need this,I don't care/don't know,I don't need this,I don't need this,I don't need this
376,"Mar 29, 2023 7:31:08 pm","Mar 29, 2023 7:31:08 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
377,"Mar 29, 2023 7:40:30 pm","Mar 29, 2023 7:40:30 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
378,"Mar 29, 2023 7:49:16 pm","Mar 29, 2023 7:49:16 pm",Complete,English,Know about them,,,,,,I need this,,,,,,,,,,,,,I need this,,I need this
379,"Mar 29, 2023 7:59:46 pm","Mar 29, 2023 7:59:46 pm",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
380,"Mar 29, 2023 8:01:45 pm","Mar 29, 2023 8:01:45 pm",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't need this,I need this,I need this,I need this,I don't care/don't know,I don't need this,I need this,I need this,I don't need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't need this,I need this,I need this
381,"Mar 29, 2023 8:21:08 pm","Mar 29, 2023 8:21:08 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
382,"Mar 29, 2023 8:39:24 pm","Mar 29, 2023 8:39:24 pm",Complete,English,Know about them,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
383,"Mar 29, 2023 8:43:19 pm","Mar 29, 2023 8:43:19 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
384,"Mar 29, 2023 8:50:33 pm","Mar 29, 2023 8:50:33 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
385,"Mar 29, 2023 9:02:22 pm","Mar 29, 2023 9:02:22 pm",Complete,English,Have used them,I need this,,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,,I don't care/don't know,I don't care/don't know,I don't care/don't know
386,"Mar 29, 2023 9:13:07 pm","Mar 29, 2023 9:13:07 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
387,"Mar 29, 2023 9:21:26 pm","Mar 29, 2023 9:21:26 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
388,"Mar 29, 2023 9:26:57 pm","Mar 29, 2023 9:26:57 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
389,"Mar 29, 2023 9:28:59 pm","Mar 29, 2023 9:28:59 pm",Complete,English,,,,,,,,,,,,,,,,,,,,,,
390,"Mar 29, 2023 9:49:46 pm","Mar 29, 2023 9:49:46 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
391,"Mar 29, 2023 9:50:04 pm","Mar 29, 2023 9:50:04 pm",Complete,English,Know about them,,,,,,,,,,,,,,,,,,,,,
392,"Mar 29, 2023 9:59:43 pm","Mar 29, 2023 9:59:43 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
393,"Mar 29, 2023 10:04:14 pm","Mar 29, 2023 10:04:14 pm",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
394,"Mar 29, 2023 10:05:39 pm","Mar 29, 2023 10:05:39 pm",Complete,English,Have used them,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
395,"Mar 29, 2023 10:11:24 pm","Mar 29, 2023 10:11:24 pm",Complete,English,Have used them,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't need this
396,"Mar 29, 2023 10:13:36 pm","Mar 29, 2023 10:13:36 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
397,"Mar 29, 2023 10:17:33 pm","Mar 29, 2023 10:17:33 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
398,"Mar 29, 2023 10:27:12 pm","Mar 29, 2023 10:27:12 pm",Complete,English,Have used them,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know
399,"Mar 29, 2023 10:32:24 pm","Mar 29, 2023 10:32:24 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
400,"Mar 29, 2023 10:33:43 pm","Mar 29, 2023 10:33:43 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
401,"Mar 29, 2023 10:42:23 pm","Mar 29, 2023 10:42:23 pm",Complete,English,Have used them,I don't care/don't know,,I need this,I need this,I don't need this,I don't care/don't know,,I need this,I don't need this,,,,,,,I need this,,I don't care/don't know,I don't care/don't know,I need this,I need this
402,"Mar 29, 2023 10:49:01 pm","Mar 29, 2023 10:49:01 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
403,"Mar 29, 2023 10:50:30 pm","Mar 29, 2023 10:50:30 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
404,"Mar 29, 2023 10:50:31 pm","Mar 29, 2023 10:50:31 pm",Complete,English,Know about them,,,,,,,,,,,,,,,,,,,,,
405,"Mar 29, 2023 10:52:02 pm","Mar 29, 2023 10:52:02 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
406,"Mar 29, 2023 11:04:24 pm","Mar 29, 2023 11:04:24 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
407,"Mar 29, 2023 11:28:10 pm","Mar 29, 2023 11:28:10 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
408,"Mar 29, 2023 11:28:18 pm","Mar 29, 2023 11:28:18 pm",Complete,English,Have used them,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
409,"Mar 29, 2023 11:38:27 pm","Mar 29, 2023 11:38:27 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,,I don't care/don't know,I don't need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this
410,"Mar 29, 2023 11:39:22 pm","Mar 29, 2023 11:39:22 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
411,"Mar 29, 2023 11:40:49 pm","Mar 29, 2023 11:40:49 pm",Complete,English,Have used them,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
412,"Mar 29, 2023 11:41:59 pm","Mar 29, 2023 11:41:59 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't need this,I need this,I need this,I don't care/don't know,I need this
413,"Mar 29, 2023 11:43:20 pm","Mar 29, 2023 11:43:20 pm",Complete,English,Know about them,,,,,I don't care/don't know,,I need this,,I need this,I need this,,,,I need this,,,,,,,I don't care/don't know
414,"Mar 29, 2023 11:46:56 pm","Mar 29, 2023 11:46:56 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
415,"Mar 29, 2023 11:47:53 pm","Mar 29, 2023 11:47:53 pm",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,,,,I need this,I need this,I need this,,I need this,I need this,I need this,I need this,I need this
416,"Mar 29, 2023 11:57:08 pm","Mar 29, 2023 11:57:08 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know
417,"Mar 29, 2023 11:58:24 pm","Mar 29, 2023 11:58:24 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
418,"Mar 30, 2023 12:00:50 am","Mar 30, 2023 12:00:50 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
419,"Mar 30, 2023 12:04:01 am","Mar 30, 2023 12:04:01 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
420,"Mar 30, 2023 12:06:29 am","Mar 30, 2023 12:06:29 am",Complete,English,Have used them,I need this,I need this,I need this,I don't need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this
421,"Mar 30, 2023 12:25:29 am","Mar 30, 2023 12:25:29 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
422,"Mar 30, 2023 12:26:04 am","Mar 30, 2023 12:26:04 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
423,"Mar 30, 2023 12:26:21 am","Mar 30, 2023 12:26:21 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
424,"Mar 30, 2023 12:27:13 am","Mar 30, 2023 12:27:13 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
425,"Mar 30, 2023 12:31:59 am","Mar 30, 2023 12:31:59 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
426,"Mar 30, 2023 12:35:35 am","Mar 30, 2023 12:35:35 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
427,"Mar 30, 2023 12:38:38 am","Mar 30, 2023 12:38:38 am",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know
428,"Mar 30, 2023 12:39:05 am","Mar 30, 2023 12:39:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
429,"Mar 30, 2023 1:00:24 am","Mar 30, 2023 1:00:24 am",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,I need this,,
430,"Mar 30, 2023 1:08:50 am","Mar 30, 2023 1:08:50 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this
431,"Mar 30, 2023 1:15:16 am","Mar 30, 2023 1:15:16 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this
432,"Mar 30, 2023 1:15:43 am","Mar 30, 2023 1:15:43 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
433,"Mar 30, 2023 1:26:01 am","Mar 30, 2023 1:26:01 am",Complete,English,Have used them,I don't care/don't know,,I need this,,I don't need this,,,I don't care/don't know,,I don't care/don't know,,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,,,I don't care/don't know,I don't need this
434,"Mar 30, 2023 1:33:45 am","Mar 30, 2023 1:33:45 am",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
435,"Mar 30, 2023 1:33:50 am","Mar 30, 2023 1:33:50 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this
436,"Mar 30, 2023 1:35:37 am","Mar 30, 2023 1:35:37 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
437,"Mar 30, 2023 1:38:15 am","Mar 30, 2023 1:38:15 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
438,"Mar 30, 2023 1:47:04 am","Mar 30, 2023 1:47:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
439,"Mar 30, 2023 1:57:39 am","Mar 30, 2023 1:57:39 am",Complete,English,Have used them,,,,,I don't care/don't know,,,,,,,,,,,,,,,,
440,"Mar 30, 2023 2:11:02 am","Mar 30, 2023 2:11:02 am",Complete,English,Know about them,I need this,,,,,,,,,I need this,,,,I need this,,I need this,,,,,
441,"Mar 30, 2023 2:19:15 am","Mar 30, 2023 2:19:15 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
442,"Mar 30, 2023 2:24:32 am","Mar 30, 2023 2:24:32 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this
443,"Mar 30, 2023 2:25:43 am","Mar 30, 2023 2:25:43 am",Complete,English,Have used them,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this
444,"Mar 30, 2023 2:33:40 am","Mar 30, 2023 2:33:40 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
445,"Mar 30, 2023 2:37:21 am","Mar 30, 2023 2:37:21 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
446,"Mar 30, 2023 2:39:11 am","Mar 30, 2023 2:39:11 am",Complete,English,Have used them,,,I need this,,I need this,,,,,I need this,,,,I need this,,,,,,,
447,"Mar 30, 2023 2:39:27 am","Mar 30, 2023 2:39:27 am",Complete,English,Know about them,,,,,,,,,,,,,,,,,,,,,
448,"Mar 30, 2023 2:55:30 am","Mar 30, 2023 2:55:30 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
449,"Mar 30, 2023 2:56:41 am","Mar 30, 2023 2:56:41 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
450,"Mar 30, 2023 3:00:03 am","Mar 30, 2023 3:00:03 am",Complete,English,Know about them,I need this,I need this,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I need this,I need this,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this
451,"Mar 30, 2023 3:03:04 am","Mar 30, 2023 3:03:04 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
452,"Mar 30, 2023 3:03:54 am","Mar 30, 2023 3:03:54 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
453,"Mar 30, 2023 3:06:44 am","Mar 30, 2023 3:06:44 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
454,"Mar 30, 2023 3:09:53 am","Mar 30, 2023 3:09:53 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
455,"Mar 30, 2023 3:10:03 am","Mar 30, 2023 3:10:03 am",Complete,English,Know about them,I don't need this,I don't care/don't know,I don't need this,I don't need this,I don't care/don't know,I don't need this,I need this,I don't need this,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't need this
456,"Mar 30, 2023 3:12:22 am","Mar 30, 2023 3:12:22 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
457,"Mar 30, 2023 3:19:26 am","Mar 30, 2023 3:19:26 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
458,"Mar 30, 2023 3:20:40 am","Mar 30, 2023 3:20:40 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
459,"Mar 30, 2023 3:25:26 am","Mar 30, 2023 3:25:26 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
460,"Mar 30, 2023 3:26:45 am","Mar 30, 2023 3:26:45 am",Complete,English,Have used them,I need this,I need this,,,I need this,I need this,I need this,I need this,I need this,,,,,I need this,,I need this,I need this,,,,
461,"Mar 30, 2023 3:27:10 am","Mar 30, 2023 3:27:10 am",Complete,English,Know about them,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this
